,date,Tn,Tx,Tavg,RH_avg,RR,ss,ff_x,ddd_x,ff_avg,ddd_car,station_id,region_id,region_name,latitude,longitude,province_id,province_name,month
243609,2020-04-20,23.8,34.6,28.6,80,0.0,8.5,3.0,90.0,0.0,C ,96171,77,Kab. Indragiri Hulu,-0.33,102.32,4,Riau,04
243610,2020-04-20,25.0,33.5,29.6,78,0.0,5.5,4.0,50.0,1.0,C ,96509,507,Kota Tarakan,3.33,117.57,34,Kalimantan Utara,04
243611,2020-04-20,24.6,33.7,28.1,84,2.5,1.1,5.0,80.0,1.0,C ,96525,503,Kab. Bulungan,2.5,117.22,34,Kalimantan Utara,04
243612,2020-04-20,26.2,33.8,29.2,80,0.0,7.8,7.0,90.0,2.0,C ,96293,136,Kota Bandar Lampung,-5.4721,105.321,8,Lampung,04
243613,2020-04-20,24.0,34.8,28.3,80,0.0,6.7,4.0,50.0,1.0,C ,96191,92,Kab. Muaro Jambi,-1.6019,103.48444,5,Jambi,04
243616,2020-04-20,24.4,34.8,28.6,85,2.4,3.8,3.0,137.0,1.0,C ,96223,110,Kota Palembang,-2.92732,104.77197,6,Sumatera Selatan,04
243617,2020-04-20,25.2,34.6,28.7,80,2.6,5.7,5.0,170.0,2.0,NE,96221,110,Kota Palembang,-2.89468,104.70129,6,Sumatera Selatan,04
243618,2020-04-20,26.4,33.2,29.6,84,2.0,6.4,6.0,330.0,1.0,C ,96835,216,Kota Semarang,-6.9847,110.3812,13,Jawa Tengah,04
243619,2020-04-20,25.0,34.2,28.9,85,0.0,5.4,2.0,100.0,1.0,C ,96791,167,Kab. Majalengka,-6.7344,108.263,12,Jawa Barat,04
243620,2020-04-20,25.3,32.4,28.9,83,0.1,6.2,4.0,120.0,2.0,SE,96805,184,Kab. Cilacap,-7.7189,109.0149,13,Jawa Tengah,04
243621,2020-04-20,26.7,34.6,30.3,77,7.5,2.9,4.0,90.0,1.0,C ,96933,260,Kota Surabaya,-7.2236,112.7239,15,Jawa Timur,04
243622,2020-04-20,24.7,32.2,29.3,84,8.5,6.6,4.0,120.0,1.0,C ,96925,248,Kab. Gresik,-5.8511,112.6578,15,Jawa Timur,04
243623,2020-04-20,26.7,34.4,30.0,80,22.5,2.0,3.0,90.0,1.0,E ,96937,260,Kota Surabaya,-7.2053,112.7353,15,Jawa Timur,04
243624,2020-04-20,25.6,32.2,28.9,84,0.0,4.0,4.0,60.0,2.0,E ,96939,246,Kab. Tuban,-6.8229,111.99177,15,Jawa Timur,04
243625,2020-04-20,27.0,33.6,30.0,78,0.0,6.0,7.0,310.0,2.0,C ,96745,153,Kota Adm. Jakarta Pusat,-6.15559,106.84,11,DKI Jakarta,04
243626,2020-04-20,23.7,32.4,26.7,85,0.2,4.5,2.0,90.0,1.0,E ,96949,230,Kab. Malang,-8.15,112.45,15,Jawa Timur,04
243627,2020-04-20,25.6,32.2,28.8,85,22.8,6.0,5.0,140.0,1.0,C ,96973,252,Kab. Sumenep,-7.03976,113.914,15,Jawa Timur,04
243628,2020-04-20,17.0,27.5,22.2,92,2.0,3.6,3.0,16.0,1.0,SW,96945,237,Kab. Pasuruan,-7.70456,112.63533,15,Jawa Timur,04
243629,2020-04-20,19.8,26.7,22.5,87,18.0,5.0,3.0,310.0,0.0,C ,96751,158,Kab. Bogor,-6.7,106.85,12,Jawa Barat,04
243630,2020-04-20,20.2,30.0,24.6,84,3.0,7.1,3.0,270.0,1.0,C ,96783,177,Kota Bandung,-6.88356,107.59733,12,Jawa Barat,04
243631,2020-04-20,24.6,33.2,28.3,82,10.5,7.7,4.0,300.0,1.0,C ,96753,175,Kota Bogor,-6.5,106.75,12,Jawa Barat,04
243632,2020-04-20,24.4,32.2,27.3,86,10.4,2.7,3.0,50.0,1.0,C ,96851,222,Kab. Sleman,-7.731,110.354,14,DI Yogyakarta,04
243633,2020-04-20,26.0,32.4,29.4,76,0.8,7.9,7.0,80.0,3.0,NW,96839,216,Kota Semarang,-6.97683,110.3778,13,Jawa Tengah,04
243634,2020-04-20,26.1,33.9,29.6,78,1.4,4.3,3.0,20.0,2.0,N ,96837,216,Kota Semarang,-6.9486,110.4199,13,Jawa Tengah,04
243635,2020-04-20,24.1,32.7,28.0,85,22.3,9.0,3.0,270.0,1.0,N ,96015,15,Kab. Nagan Raya,4.04928,96.24796,1,Nanggroe Aceh Darussalam,04
243636,2020-04-20,24.2,35.2,28.6,80,0.2,7.4,4.0,120.0,2.0,SE,96017,6,Kab. Aceh Besar,5.404,95.464,1,Nanggroe Aceh Darussalam,04
243637,2020-04-20,23.7,29.6,26.2,88,0.1,4.9,6.0,60.0,2.0,NE,96071,43,Kab. Padang Lawas Utara,1.55,99.45,2,Sumatera Utara,04
243638,2020-04-20,24.0,34.8,28.2,83,0.0,2.1,6.0,60.0,1.0,C ,96041,49,Kota Medan,3.5397,98.64,2,Sumatera Utara,04
243639,2020-04-20,26.2,33.4,29.2,83,0.0,1.2,7.0,180.0,2.0,S ,96033,49,Kota Medan,3.78824,98.71492,2,Sumatera Utara,04
243641,2020-04-20,23.2,33.0,27.7,84,4.5,4.8,5.0,170.0,2.0,C ,96073,24,Kab. Tapanuli Tengah,1.55,98.88,2,Sumatera Utara,04
243642,2020-04-20,25.0,32.9,28.4,82,4.6,5.3,4.0,200.0,1.0,C ,96161,69,Kota Padang,-0.99639,100.37222,3,Sumatera Barat,04
243644,2020-04-20,25.0,31.4,27.9,88,1.5,7.5,3.0,190.0,2.0,S ,96163,61,Kab. Padang Pariaman,-0.79355,100.28917,3,Sumatera Barat,04
243647,2020-04-20,24.2,33.4,27.7,82,0.0,8.4,3.0,270.0,1.0,C ,96107,76,Kab. Kampar,0.407,101.217,4,Riau,04
243648,2020-04-20,25.2,32.0,28.6,83,0.0,9.0,5.0,140.0,2.0,E ,96001,20,Kota Sabang,5.87655,95.33785,1,Nanggroe Aceh Darussalam,04
243649,2020-04-20,24.6,32.8,27.8,88,5.0,8.9,6.0,60.0,3.0,SW,96009,8,Kab. Aceh Utara,5.22869,96.94749,1,Nanggroe Aceh Darussalam,04
243650,2020-04-20,24.8,33.8,28.6,79,0.0,6.5,8.0,60.0,3.0,SE,96011,6,Kab. Aceh Besar,5.52244,95.417,1,Nanggroe Aceh Darussalam,04
243651,2020-04-20,27.2,32.8,28.6,87,0.0,9.3,4.0,60.0,1.0,C ,97698,486,Kota Jayapura,-2.53,140.72,32,Papua,04
243653,2020-04-20,25.0,31.3,27.7,86,0.0,2.4,4.0,180.0,2.0,N ,97760,494,Kab. Kaimana,-3.67,133.75,33,Papua Barat,04
243654,2020-04-20,24.0,32.6,27.9,83,0.0,4.1,3.0,90.0,1.0,E ,97694,488,Kab. Manokwari,-1.47,134.19,33,Papua Barat,04
243655,2020-04-20,23.7,32.6,27.8,80,4.6,4.2,4.0,230.0,2.0,S ,97682,461,Kab. Nabire,-3.3521,135.52,32,Papua,04
243656,2020-04-20,23.6,30.6,27.5,83,4.2,8.2,5.0,260.0,1.0,W ,97690,460,Kab. Jayapura,-2.57,140.48,32,Papua,04
243665,2020-04-20,24.2,31.0,27.5,86,39.6,1.3,5.0,80.0,1.0,C ,97570,462,Kab. Kepulauan Yapen,-1.8754,136.23994,32,Papua,04
243666,2020-04-20,24.2,29.0,26.4,86,1.2,1.7,3.0,20.0,2.0,NE,97630,489,Kab. Fak Fak,-2.91938,132.26496,33,Papua Barat,04
243667,2020-04-20,24.0,33.9,27.1,92,0.2,6.9,3.0,90.0,1.0,C ,96559,314,Kab. Sintang,0.06,111.47,20,Kalimantan Barat,04
243668,2020-04-20,26.0,32.4,28.4,83,0.0,10.3,4.0,250.0,2.0,W ,96583,311,Kab. Pontianak,0.075,109.19,20,Kalimantan Barat,04
243669,2020-04-20,24.5,30.6,27.3,88,6.3,0.3,3.0,170.0,1.0,NE,96695,339,Kab. Kotabaru,-3.3,116.17,22,Kalimantan Selatan,04
243670,2020-04-20,23.4,34.2,27.3,87,5.7,6.0,2.0,90.0,0.0,C ,96653,327,Kab. Barito Selatan,-1.67,114.9,21,Kalimantan Tengah,04
243671,2020-04-20,24.2,33.0,28.1,82,6.0,4.7,3.0,140.0,2.0,NE,96655,337,Kota Palangkaraya,-2.22,113.95,21,Kalimantan Tengah,04
243672,2020-04-20,27.2,33.2,30.4,77,0.0,9.1,4.0,30.0,2.0,NE,96741,154,Kota Adm. Jakarta Utara,-6.10781,106.88053,11,DKI Jakarta,04
243673,2020-04-20,24.4,33.8,29.1,81,0.0,8.5,5.0,10.0,1.0,C ,96737,268,Kota Serang,-6.11185,106.11,16,Banten,04
243674,2020-04-20,27.4,34.2,30.2,78,0.0,7.6,3.0,80.0,2.0,N ,96735,266,Kota Tangerang,-6.1,106.38,16,Banten,04
243675,2020-04-20,25.0,33.2,29.2,83,3.4,7.6,4.0,220.0,2.0,C ,96615,313,Kab. Ketapang,-1.8,109.97,20,Kalimantan Barat,04
243676,2020-04-20,23.6,33.6,28.0,84,2.7,4.1,3.0,40.0,0.0,C ,96595,328,Kab. Barito Utara,-0.56,114.53,21,Kalimantan Tengah,04
243677,2020-04-20,24.8,33.1,28.7,80,0.4,3.2,4.0,150.0,2.0,W ,96607,362,Kota Samarinda,-0.48,117.16,23,Kalimantan Timur,04
243678,2020-04-20,25.4,33.6,28.9,82,0.0,5.7,4.0,50.0,1.0,C ,96645,324,Kab. Kotawaringin Barat,-2.73,111.66,21,Kalimantan Tengah,04
243679,2020-04-20,24.4,30.2,26.9,89,44.9,3.5,2.0,130.0,1.0,E ,96633,361,Kota Balikpapan,-1.26,116.9,23,Kalimantan Timur,04
243680,2020-04-20,24.5,33.6,28.4,83,2.1,4.9,2.0,20.0,1.0,E ,96651,325,Kab. Kotawaringin Timur,-2.55,112.93,21,Kalimantan Tengah,04
244644,2020-05-20,24.8,33.0,27.9,86,0.0,5.3,6.0,350.0,2.0,C ,96737,268,Kota Serang,-6.11185,106.11,16,Banten,05
244645,2020-05-20,26.2,33.8,30.0,79,0.0,6.5,8.0,320.0,3.0,NE,96741,154,Kota Adm. Jakarta Utara,-6.10781,106.88053,11,DKI Jakarta,05
244646,2020-05-20,25.0,33.2,28.3,84,4.4,5.3,4.0,40.0,1.0,NE,96695,339,Kab. Kotabaru,-3.3,116.17,22,Kalimantan Selatan,05
244647,2020-05-20,25.0,33.6,29.0,86,11.6,4.8,3.0,100.0,1.0,C ,96645,324,Kab. Kotawaringin Barat,-2.73,111.66,21,Kalimantan Tengah,05
244648,2020-05-20,25.2,33.1,28.6,86,0.0,5.5,3.0,130.0,1.0,C ,96583,311,Kab. Pontianak,0.075,109.19,20,Kalimantan Barat,05
244649,2020-05-20,24.8,33.8,27.9,87,10.7,7.1,7.0,340.0,2.0,C ,96581,321,Kab. Kubu Raya,-0.14206,109.45,20,Kalimantan Barat,05
244650,2020-05-20,25.6,33.0,28.3,88,0.0,8.0,5.0,160.0,2.0,SE,96535,310,Kab. Sambas,1.74,109.3,20,Kalimantan Barat,05
244651,2020-05-20,24.7,34.4,27.9,88,0.0,7.0,4.0,70.0,0.0,C ,96559,314,Kab. Sintang,0.06,111.47,20,Kalimantan Barat,05
244652,2020-05-20,25.3,34.2,29.3,82,0.0,9.2,4.0,320.0,1.0,C ,96615,313,Kab. Ketapang,-1.8,109.97,20,Kalimantan Barat,05
244653,2020-05-20,24.4,34.3,28.7,84,5.1,4.9,3.0,70.0,0.0,C ,96595,328,Kab. Barito Utara,-0.56,114.53,21,Kalimantan Tengah,05
244654,2020-05-20,25.0,34.0,28.5,84,5.7,0.3,3.0,260.0,1.0,C ,96607,362,Kota Samarinda,-0.48,117.16,23,Kalimantan Timur,05
244655,2020-05-20,25.2,33.6,28.6,86,0.0,6.2,3.0,360.0,2.0,N ,96655,337,Kota Palangkaraya,-2.22,113.95,21,Kalimantan Tengah,05
244656,2020-05-20,23.2,34.0,28.4,86,1.5,4.0,4.0,30.0,1.0,N ,96653,327,Kab. Barito Selatan,-1.67,114.9,21,Kalimantan Tengah,05
244657,2020-05-20,24.7,32.8,28.0,85,0.0,4.8,9.0,330.0,4.0,NE,96749,266,Kota Tangerang,-6.12,106.65,16,Banten,05
244658,2020-05-20,25.2,33.4,29.0,77,35.0,4.1,5.0,350.0,2.0,N ,96837,216,Kota Semarang,-6.9486,110.4199,13,Jawa Tengah,05
244659,2020-05-20,25.0,33.2,28.7,80,0.4,6.5,6.0,280.0,3.0,NW,96839,216,Kota Semarang,-6.97683,110.3778,13,Jawa Tengah,05
244660,2020-05-20,23.4,32.0,26.4,88,13.0,1.3,3.0,300.0,1.0,C ,96851,222,Kab. Sleman,-7.731,110.354,14,DI Yogyakarta,05
244661,2020-05-20,19.2,27.8,21.5,92,13.6,4.1,4.0,270.0,1.0,C ,96751,158,Kab. Bogor,-6.7,106.85,12,Jawa Barat,05
244662,2020-05-20,21.6,28.6,24.9,85,16.7,3.4,4.0,60.0,2.0,C ,96943,230,Kab. Malang,-7.9008,112.5979,15,Jawa Timur,05
244663,2020-05-20,23.6,31.0,26.3,87,46.4,3.0,2.0,90.0,1.0,C ,96949,230,Kab. Malang,-8.15,112.45,15,Jawa Timur,05
244664,2020-05-20,17.4,25.5,22.0,90,14.5,2.1,3.0,56.0,1.0,C ,96945,237,Kab. Pasuruan,-7.70456,112.63533,15,Jawa Timur,05
244665,2020-05-20,24.0,32.4,26.8,89,9.0,1.6,2.0,170.0,0.0,C ,96855,222,Kab. Sleman,-7.82,110.3,14,DI Yogyakarta,05
244666,2020-05-20,25.6,33.4,29.0,87,8.1,4.7,6.0,350.0,2.0,C ,96835,216,Kota Semarang,-6.9847,110.3812,13,Jawa Tengah,05
244667,2020-05-20,25.8,34.0,28.7,86,0.0,3.9,4.0,300.0,1.0,S ,96791,167,Kab. Majalengka,-6.7344,108.263,12,Jawa Barat,05
244668,2020-05-20,26.0,34.4,28.9,82,4.0,5.2,4.0,150.0,1.0,SE,96937,260,Kota Surabaya,-7.2053,112.7353,15,Jawa Timur,05
244669,2020-05-20,25.4,32.2,28.7,80,0.0,7.6,8.0,250.0,2.0,C ,96939,246,Kab. Tuban,-6.8229,111.99177,15,Jawa Timur,05
244670,2020-05-20,24.4,32.6,27.6,84,0.2,2.0,2.0,170.0,1.0,C ,97150,419,Kab. Konawe Selatan,-4.056,122.449,27,Sulawesi Tenggara,05
244671,2020-05-20,25.0,32.3,28.6,85,0.0,3.5,2.0,120.0,1.0,C ,97144,425,Kota Kendari,-3.9701,122.5895,27,Sulawesi Tenggara,05
244672,2020-05-20,24.3,33.7,29.2,78,3.7,2.4,3.0,260.0,1.0,NE,97014,376,Kota Manado,1.54575,124.9234,24,Sulawesi Utara,05
244673,2020-05-20,24.6,33.2,28.8,83,5.9,1.3,3.0,40.0,1.0,C ,97012,370,Kab. Minahasa Utara,1.54585,124.9233,24,Sulawesi Utara,05
244674,2020-05-20,25.4,29.6,27.0,88,0.9,3.2,7.0,120.0,4.0,SE,97230,272,Kab. Badung,-8.75,115.17,17,Bali,05
244675,2020-05-20,25.8,31.4,27.6,88,0.0,0.3,4.0,300.0,1.0,C ,97184,399,Kab. Maros,-4.9308,119.572,26,Sulawesi Selatan,05
244676,2020-05-20,21.9,29.6,25.5,81,5.6,0.0,3.0,100.0,1.0,C ,97010,376,Kota Manado,1.4434,124.8389,24,Sulawesi Utara,05
244677,2020-05-20,20.8,29.0,24.3,90,83.0,3.1,2.0,90.0,1.0,N ,96975,241,Kab. Nganjuk,-7.73486,111.76682,15,Jawa Timur,05
244678,2020-05-20,25.4,30.2,27.0,90,3.3,2.8,2.0,200.0,1.0,NE,96987,233,Kab. Banyuwangi,-8.215,114.3553,15,Jawa Timur,05
244679,2020-05-20,24.9,31.0,29.3,81,23.9,2.4,5.0,110.0,1.0,C ,97008,367,Kab. Kepulauan Sangihe,3.68594,125.52881,24,Sulawesi Utara,05
244680,2020-05-20,25.6,32.4,27.9,83,3.8,0.7,3.0,30.0,2.0,N ,97120,437,Kab. Majene,-3.55074,118.98054,29,Sulawesi Barat,05
244681,2020-05-20,24.0,33.8,28.0,82,34.5,0.0,4.0,70.0,2.0,E ,97142,415,Kab. Kolaka,-4.18059,121.61077,27,Sulawesi Tenggara,05
244683,2020-05-20,24.3,33.3,27.5,91,51.0,5.1,4.0,170.0,1.0,C ,97048,427,Kab. Gorontalo,0.6385,122.8525,28,Gorontalo,05
244684,2020-05-20,25.6,29.6,26.4,91,0.0,1.7,2.0,270.0,0.0,C ,96191,92,Kab. Muaro Jambi,-1.6019,103.48444,5,Jambi,05
244686,2020-05-20,22.5,31.4,26.0,89,20.5,6.8,2.0,140.0,1.0,E ,96167,61,Kab. Padang Pariaman,-0.54549,100.29786,3,Sumatera Barat,05
244687,2020-05-20,24.0,27.7,25.7,94,24.8,7.6,4.0,250.0,0.0,C ,96171,77,Kab. Indragiri Hulu,-0.33,102.32,4,Riau,05
244688,2020-05-20,24.5,30.2,26.6,89,19.5,6.1,3.0,300.0,2.0,NE,96255,123,Kota Bengkulu,-3.8652,102.3119,7,Bengkulu,05
244689,2020-05-20,21.8,29.8,23.0,96,25.0,3.5,3.0,180.0,1.0,S ,96257,121,Kab. Kepahiang,-3.55,102.589,7,Bengkulu,05
244690,2020-05-20,24.6,32.0,26.5,90,44.5,1.7,2.0,80.0,1.0,C ,96291,132,Kab. Pesawaran,-5.17236,105.18,8,Lampung,05
244691,2020-05-20,25.1,30.0,26.9,88,22.1,6.0,3.0,320.0,1.0,C ,96503,505,Kab. Nunukan,4.13,117.67,34,Kalimantan Utara,05
244692,2020-05-20,25.0,31.6,26.6,91,4.5,3.0,6.0,40.0,1.0,C ,96295,124,Kab. Lampung Selatan,-5.16,105.11,8,Lampung,05
244695,2020-05-20,25.5,32.3,26.3,90,0.0,5.8,8.0,300.0,2.0,NW,96221,110,Kota Palembang,-2.89468,104.70129,6,Sumatera Selatan,05
244697,2020-05-20,25.2,29.4,26.8,91,12.0,0.2,4.0,80.0,0.0,C ,96509,507,Kota Tarakan,3.33,117.57,34,Kalimantan Utara,05
244698,2020-05-20,24.6,29.2,26.5,91,2.2,3.0,4.0,50.0,1.0,C ,96525,503,Kab. Bulungan,2.5,117.22,34,Kalimantan Utara,05
244700,2020-05-20,26.1,31.7,28.0,88,0.2,6.6,3.0,170.0,1.0,C ,97760,494,Kab. Kaimana,-3.67,133.75,33,Papua Barat,05
244701,2020-05-20,17.0,24.6,20.3,83,20.5,5.5,6.0,250.0,2.0,C ,97780,465,Kab. Paniai,-3.92688,136.38,32,Papua,05
244705,2020-05-20,24.6,32.2,27.6,86,10.6,2.8,3.0,230.0,1.0,C ,97796,466,Kab. Mimika,-4.53006,136.89348,32,Papua,05
244710,2020-05-20,27.9,33.2,30.2,82,0.2,8.4,5.0,50.0,3.0,NE,97698,486,Kota Jayapura,-2.53,140.72,32,Papua,05
244711,2020-05-20,24.6,31.0,27.2,91,10.9,8.5,4.0,20.0,2.0,NE,97560,463,Kab. Biak Numfor,-1.19069,136.10361,32,Papua,05
244712,2020-05-20,24.0,29.0,25.9,90,1.2,4.3,3.0,270.0,2.0,NE,97630,489,Kab. Fak Fak,-2.91938,132.26496,33,Papua Barat,05
244718,2020-05-20,26.4,31.3,28.6,84,5.9,9.0,3.0,80.0,1.0,C ,97530,488,Kab. Manokwari,-0.89227,134.05041,33,Papua Barat,05
244722,2020-05-20,24.3,32.4,27.5,88,2.0,8.3,3.0,70.0,1.0,E ,97694,488,Kab. Manokwari,-1.47,134.19,33,Papua Barat,05
244723,2020-05-20,25.6,34.8,29.9,79,0.0,9.3,3.0,360.0,1.0,C ,97692,460,Kab. Jayapura,-2.59231,140.16792,32,Papua,05
244724,2020-05-20,24.4,33.2,28.0,84,76.0,8.7,4.0,320.0,2.0,S ,97682,461,Kab. Nabire,-3.3521,135.52,32,Papua,05
244725,2020-05-20,26.6,36.3,30.4,68,0.0,9.5,7.0,140.0,2.0,SE,97690,460,Kab. Jayapura,-2.57,140.48,32,Papua,05
244726,2020-05-20,23.6,33.0,27.9,81,10.2,9.0,5.0,300.0,1.0,C ,96073,24,Kab. Tapanuli Tengah,1.55,98.88,2,Sumatera Utara,05
244729,2020-05-20,23.3,33.0,28.2,71,15.2,7.1,3.0,70.0,1.0,E ,96161,69,Kota Padang,-0.99639,100.37222,3,Sumatera Barat,05
244730,2020-05-20,24.0,33.0,26.0,90,31.5,9.4,5.0,180.0,2.0,C ,96109,86,Kota Pekanbaru,0.45924,101.44743,4,Riau,05
244732,2020-05-20,23.8,29.8,26.2,89,1.5,9.4,2.0,240.0,1.0,C ,96107,76,Kab. Kampar,0.407,101.217,4,Riau,05
244733,2020-05-20,23.2,31.6,27.6,77,50.7,1.0,7.0,260.0,4.0,SW,96011,6,Kab. Aceh Besar,5.52244,95.417,1,Nanggroe Aceh Darussalam,05
244734,2020-05-20,23.8,28.0,25.9,87,7.4,2.0,10.0,250.0,6.0,SW,96001,20,Kota Sabang,5.87655,95.33785,1,Nanggroe Aceh Darussalam,05
244735,2020-05-20,23.6,32.8,28.6,79,26.8,5.6,3.0,10.0,1.0,N ,96009,8,Kab. Aceh Utara,5.22869,96.94749,1,Nanggroe Aceh Darussalam,05
244736,2020-05-20,25.8,33.2,29.0,88,0.9,8.0,6.0,60.0,2.0,SW,96035,30,Kab. Deli Serdang,3.64573,98.88488,2,Sumatera Utara,05
244737,2020-05-20,26.8,32.4,29.4,80,0.0,6.8,4.0,70.0,2.0,E ,96033,49,Kota Medan,3.78824,98.71492,2,Sumatera Utara,05
244738,2020-05-20,25.8,34.4,28.9,84,2.5,7.2,2.0,90.0,1.0,C ,96031,30,Kab. Deli Serdang,3.62114,98.71485,2,Sumatera Utara,05
244739,2020-05-20,23.1,33.2,26.2,87,43.0,0.0,2.0,20.0,1.0,N ,96015,15,Kab. Nagan Raya,4.04928,96.24796,1,Nanggroe Aceh Darussalam,05
244740,2020-05-20,24.4,31.6,27.6,77,11.4,1.0,4.0,240.0,2.0,S ,96017,6,Kab. Aceh Besar,5.404,95.464,1,Nanggroe Aceh Darussalam,05
244741,2020-05-20,24.4,34.2,28.7,86,0.0,4.6,2.0,270.0,0.0,C ,96041,49,Kota Medan,3.5397,98.64,2,Sumatera Utara,05
244742,2020-05-20,24.2,33.0,27.7,68,0.0,7.7,5.0,280.0,2.0,W ,96071,43,Kab. Padang Lawas Utara,1.55,99.45,2,Sumatera Utara,05
245683,2020-06-20,23.0,33.0,26.5,88,6.3,6.7,0.0,0.0,0.0,C ,96037,30,Kab. Deli Serdang,3.501,98.56,2,Sumatera Utara,06
245684,2020-06-20,25.4,30.6,27.1,86,0.0,9.5,5.0,270.0,1.0,C ,96033,49,Kota Medan,3.78824,98.71492,2,Sumatera Utara,06
245685,2020-06-20,22.9,31.4,26.5,87,29.0,7.7,3.0,160.0,0.0,C ,96107,76,Kab. Kampar,0.407,101.217,4,Riau,06
245687,2020-06-20,23.6,31.9,26.7,84,36.0,6.3,5.0,200.0,1.0,C ,96109,86,Kota Pekanbaru,0.45924,101.44743,4,Riau,06
245689,2020-06-20,23.8,30.4,27.2,88,6.0,8.0,4.0,230.0,1.0,E ,96163,61,Kab. Padang Pariaman,-0.79355,100.28917,3,Sumatera Barat,06
245690,2020-06-20,23.5,31.0,27.1,88,3.6,5.8,3.0,200.0,1.0,C ,96161,69,Kota Padang,-0.99639,100.37222,3,Sumatera Barat,06
245691,2020-06-20,23.8,30.6,26.3,90,8.8,3.4,4.0,310.0,1.0,C ,96075,27,Kab. Nias,1.1649,97.7036,2,Sumatera Utara,06
245693,2020-06-20,23.0,33.8,27.1,84,30.1,7.4,4.0,290.0,1.0,C ,96073,24,Kab. Tapanuli Tengah,1.55,98.88,2,Sumatera Utara,06
245694,2020-06-20,21.7,30.1,24.9,87,23.7,5.3,6.0,270.0,3.0,W ,96071,43,Kab. Padang Lawas Utara,1.55,99.45,2,Sumatera Utara,06
245695,2020-06-20,23.2,32.6,27.2,88,1.2,8.5,5.0,90.0,1.0,C ,96041,49,Kota Medan,3.5397,98.64,2,Sumatera Utara,06
245696,2020-06-20,24.8,31.6,28.0,76,0.0,3.0,5.0,240.0,3.0,SW,96001,20,Kota Sabang,5.87655,95.33785,1,Nanggroe Aceh Darussalam,06
245697,2020-06-20,24.4,33.9,27.5,78,0.0,8.4,8.0,140.0,3.0,S ,96011,6,Kab. Aceh Besar,5.52244,95.417,1,Nanggroe Aceh Darussalam,06
245698,2020-06-20,23.9,31.8,27.2,83,0.0,10.5,5.0,50.0,2.0,SW,96009,8,Kab. Aceh Utara,5.22869,96.94749,1,Nanggroe Aceh Darussalam,06
245699,2020-06-20,23.9,31.1,26.8,86,3.1,6.7,2.0,230.0,1.0,SW,96015,15,Kab. Nagan Raya,4.04928,96.24796,1,Nanggroe Aceh Darussalam,06
245700,2020-06-20,25.2,32.2,27.1,86,0.0,9.4,4.0,90.0,1.0,C ,96031,30,Kab. Deli Serdang,3.62114,98.71485,2,Sumatera Utara,06
245701,2020-06-20,23.6,34.0,26.5,86,0.0,8.8,3.0,10.0,2.0,N ,96017,6,Kab. Aceh Besar,5.404,95.464,1,Nanggroe Aceh Darussalam,06
245702,2020-06-20,26.6,32.4,28.5,79,0.1,2.5,4.0,280.0,1.0,E ,97182,412,Kota Makassar,-5.11375,119.41983,26,Sulawesi Selatan,06
245703,2020-06-20,24.8,31.4,27.2,88,3.3,1.4,3.0,290.0,1.0,C ,97184,399,Kab. Maros,-4.9308,119.572,26,Sulawesi Selatan,06
245704,2020-06-20,26.0,30.0,27.9,84,0.1,8.8,6.0,120.0,4.0,SE,97230,272,Kab. Badung,-8.75,115.17,17,Bali,06
245705,2020-06-20,24.6,33.3,27.5,88,2.0,5.6,4.0,200.0,1.0,C ,97048,427,Kab. Gorontalo,0.6385,122.8525,28,Gorontalo,06
245706,2020-06-20,22.2,32.8,27.2,82,3.8,2.8,5.0,30.0,2.0,C ,97072,390,Kota Palu,-0.91589,119.90554,25,Sulawesi Tengah,06
245707,2020-06-20,24.4,26.6,25.2,97,42.1,0.0,2.0,130.0,0.0,C ,97144,425,Kota Kendari,-3.9701,122.5895,27,Sulawesi Tenggara,06
245708,2020-06-20,24.9,31.4,27.4,87,2.7,3.2,3.0,290.0,1.0,C ,97180,399,Kab. Maros,-5.07,119.55,26,Sulawesi Selatan,06
245709,2020-06-20,20.0,26.6,21.7,96,19.4,0.0,2.0,160.0,0.0,C ,97124,408,Kab. Tana Toraja,-3.04524,119.81885,26,Sulawesi Selatan,06
245710,2020-06-20,23.7,30.6,25.8,92,9.4,1.0,5.0,150.0,1.0,C ,97142,415,Kab. Kolaka,-4.18059,121.61077,27,Sulawesi Tenggara,06
245711,2020-06-20,24.6,32.9,28.2,81,3.0,10.4,3.0,180.0,1.0,SW,97016,377,Kota Bitung,1.4431,125.1797,24,Sulawesi Utara,06
245712,2020-06-20,23.8,33.2,28.0,78,0.9,9.6,5.0,60.0,2.0,NE,97014,376,Kota Manado,1.54575,124.9234,24,Sulawesi Utara,06
245713,2020-06-20,23.8,33.2,27.5,79,1.2,9.2,2.0,40.0,1.0,E ,97012,370,Kab. Minahasa Utara,1.54585,124.9233,24,Sulawesi Utara,06
245714,2020-06-20,19.8,29.3,23.7,87,0.5,8.6,5.0,130.0,2.0,SE,97010,376,Kota Manado,1.4434,124.8389,24,Sulawesi Utara,06
245715,2020-06-20,24.8,32.4,27.3,89,6.9,6.7,3.0,80.0,1.0,C ,97008,367,Kab. Kepulauan Sangihe,3.68594,125.52881,24,Sulawesi Utara,06
245716,2020-06-20,24.0,32.2,26.7,89,17.0,2.1,9.0,110.0,2.0,C ,96645,324,Kab. Kotawaringin Barat,-2.73,111.66,21,Kalimantan Tengah,06
