,date,Tn,Tx,Tavg,RH_avg,RR,ss,ff_x,ddd_x,ff_avg,ddd_car,station_id,region_id,region_name,latitude,longitude,province_id,province_name,month
82564,2020-07-07,22.2,30.2,26.6,88,1.5,4.3,5.0,330.0,1.0,C ,97072,390,Kota Palu,-0.91589,119.90554,25,Sulawesi Tengah,07
82565,2020-07-07,23.8,30.6,26.6,88,10.8,5.2,3.0,110.0,1.0,C ,97144,425,Kota Kendari,-3.9701,122.5895,27,Sulawesi Tenggara,07
82566,2020-07-07,23.5,31.2,26.7,85,2.2,2.9,6.0,100.0,2.0,E ,97150,419,Kab. Konawe Selatan,-4.056,122.449,27,Sulawesi Tenggara,07
82567,2020-07-07,23.0,32.2,26.7,84,0.0,4.8,3.0,150.0,1.0,C ,97180,399,Kab. Maros,-5.07,119.55,26,Sulawesi Selatan,07
82568,2020-07-07,23.6,31.4,26.9,84,0.0,6.7,4.0,280.0,2.0,C ,97184,399,Kab. Maros,-4.9308,119.572,26,Sulawesi Selatan,07
82569,2020-07-07,25.0,32.0,27.9,77,0.0,4.0,4.0,270.0,1.0,C ,96001,20,Kota Sabang,5.87655,95.33785,1,Nanggroe Aceh Darussalam,07
82570,2020-07-07,23.3,31.6,26.7,83,4.3,1.0,3.0,60.0,2.0,S ,96009,8,Kab. Aceh Utara,5.22869,96.94749,1,Nanggroe Aceh Darussalam,07
82571,2020-07-07,24.2,33.2,27.9,76,24.2,3.2,5.0,350.0,2.0,N ,96011,6,Kab. Aceh Besar,5.52244,95.417,1,Nanggroe Aceh Darussalam,07
82573,2020-07-07,23.2,31.4,25.5,92,0.5,2.4,6.0,340.0,1.0,C ,96073,24,Kab. Tapanuli Tengah,1.55,98.88,2,Sumatera Utara,07
82574,2020-07-07,22.8,29.2,25.9,86,75.8,0.2,6.0,30.0,2.0,SE,96035,30,Kab. Deli Serdang,3.64573,98.88488,2,Sumatera Utara,07
82575,2020-07-07,21.0,31.9,25.6,85,6.4,0.0,0.0,0.0,0.0,C ,96037,30,Kab. Deli Serdang,3.501,98.56,2,Sumatera Utara,07
82576,2020-07-07,25.4,31.8,27.3,84,0.0,10.0,3.0,90.0,1.0,C ,96161,69,Kota Padang,-0.99639,100.37222,3,Sumatera Barat,07
82578,2020-07-07,24.6,31.0,25.3,94,1.0,4.0,5.0,160.0,1.0,E ,96015,15,Kab. Nagan Raya,4.04928,96.24796,1,Nanggroe Aceh Darussalam,07
82579,2020-07-07,23.4,33.6,27.5,78,0.2,4.5,2.0,130.0,1.0,C ,96017,6,Kab. Aceh Besar,5.404,95.464,1,Nanggroe Aceh Darussalam,07
82580,2020-07-07,23.2,31.2,26.0,87,9.3,0.0,3.0,90.0,1.0,NE,96031,30,Kab. Deli Serdang,3.62114,98.71485,2,Sumatera Utara,07
82581,2020-07-07,20.6,29.4,24.1,89,52.9,13.0,5.0,280.0,2.0,W ,96071,43,Kab. Padang Lawas Utara,1.55,99.45,2,Sumatera Utara,07
82582,2020-07-07,22.8,31.4,26.8,85,4.4,0.0,4.0,40.0,1.0,C ,96041,49,Kota Medan,3.5397,98.64,2,Sumatera Utara,07
82584,2020-07-07,23.4,31.2,26.1,80,7.6,5.8,5.0,190.0,2.0,S ,96109,86,Kota Pekanbaru,0.45924,101.44743,4,Riau,07
83547,2020-08-07,24.4,32.1,27.5,82,0.0,3.0,3.0,200.0,1.0,C ,96161,69,Kota Padang,-0.99639,100.37222,3,Sumatera Barat,08
83549,2020-08-07,25.4,33.4,28.7,82,0.5,6.3,4.0,45.0,2.0,NE,96031,30,Kab. Deli Serdang,3.62114,98.71485,2,Sumatera Utara,08
83550,2020-08-07,24.5,33.2,27.4,84,0.0,9.0,11.0,200.0,2.0,S ,96015,15,Kab. Nagan Raya,4.04928,96.24796,1,Nanggroe Aceh Darussalam,08
